301;20220131;20220208;20220301;BRL;988d2bbeb4d6372af111788c72ef33dd;102106.00;t
302;20220201;20220328;20220427;UYP;b8245c66a6243a05c2d3a2742491054c;22222.00;t
303;20220209;20220224;20220318;BRL;0a5bf42b66e0757ef11fc98a05466293;71713.00;t
304;20220221;20220316;20220406;ARS;042490ffca56e11cf969867a3e1ddf52;14768000.00;t
305;20220212;20220318;20220427;UYP;c94c0337d0d773fae332bd2afde51861;22905.00;t
306;20220209;20220328;20220427;UYP;c94c0337d0d773fae332bd2afde51861;32686.00;t
307;20220211;20220318;20220427;UYP;668bc74eb1369accb2e44395c1caee22;25024.00;t
308;20220211;20220303;20220318;BRL;0a83854dd39cceb62f8b044ec47d4fbf;18159.00;t
309;20220605;20220615;20220718;BRL;dde1f02e52df6918a8429bffaafd4dfc;35513.00;t
310;20220530;20220614;20220711;BRL;dde1f02e52df6918a8429bffaafd4dfc;18714.00;t
311;20220315;20220331;20220517;UYP;c197ea2c0d2d6737b7298e95c30a5334;27579.00;t
312;20220222;20220413;20220517;UYP;e39515cb950900ce8cf99a229268ca31;43903.00;t
313;20220222;20220413;20220517;UYP;e39515cb950900ce8cf99a229268ca31;46633.00;t
314;20220222;20220329;20220517;UYP;1716b6baf3fe45f9deead1d075d8f706;50451.00;t
315;20220222;20220502;20220601;UYP;426af0424e63d6d0f20e5cf0f51fdf3d;77600.00;t
316;20220222;20220323;20220427;UYP;baf4c62ab5c7b5e058425e989e3f3a07;13835.00;t
317;20220222;20220329;20220517;UYP;baf4c62ab5c7b5e058425e989e3f3a07;81896.00;t
318;20220224;20220519;20220629;UYP;bb7383c53292ec7ae5cf95c332573bca;80419.00;t
319;20220303;20220318;20220502;BRL;657ab2c16b4e8016f966096b0d43f0d9;31770.00;t
320;20220303;20220318;20220502;BRL;657ab2c16b4e8016f966096b0d43f0d9;65495.00;t
321;20220226;20220323;20220412;BRL;7f14996452df715bdc39ba9a8c358862;49824.00;t
322;20220328;20220707;20220809;UYP;de2d9778001a7c6d047c09059be9d816;143532.00;t
323;20220313;20220322;20220412;BRL;9e87c3e958454e82d837fc49ef3262d7;25817.00;t
324;20220311;20220322;20220412;BRL;9e87c3e958454e82d837fc49ef3262d7;28728.00;t
325;20220302;20220531;20220629;UYP;35531fd306d19f26a9598bad994c1701;201504.00;t
326;20220303;20220311;20220331;BRL;c9183c893dd0f56a9b53470c1d95a0b4;12240.00;t
327;20220306;20220609;0;UYP;f32e7a1c230980526558fd9b846d21fe;237072.00;f
328;20220310;20220406;20220601;UYP;c4456eb2daacbd16eed91be37949d063;22948.00;t
329;20220310;20220325;20220427;UYP;488d0a0a0789f113f129c752fa542ed4;124523.00;t
330;20220311;20220317;20220420;BRL;88d8d04e9d2cf289c13724326d886d86;10066.00;t
331;20220321;20220705;20220802;UYP;3f952a9fbba20d26238198bc9bae3449;88926.00;t
332;20220625;20220713;0;UYP;d3ba7b99deb4594007d7e6ac9dd435b5;293009.00;t
333;20220314;20220502;20220526;UYP;2bc6dd7813add215ba9cfaf26504490f;68127.00;t
334;20220322;20220818;20220826;UYP;73e7ffcf026c9e7e030eecaddb235aaf;44661.00;t
335;20220315;20220628;0;UYP;15972877bba8010d4e07ffd3d5b31107;19758.00;f
336;20220326;20220706;20220809;UYP;285645d4897ea184d384a7a733c937a7;93576.00;t
337;20220315;20220401;20220509;UYP;0c8f94095b34b3db36221ff4ea1179ec;131296.00;t
338;20220316;20220628;0;UYP;75973fcd3aa7afefc4d09669136147d6;82059.00;f
339;20220316;20220328;20220420;BRL;e799b6a405e3f284a1e49f13e4aec5d9;17748.00;t
340;20220317;20220630;0;UYP;d9c05f59dce633533b6b3a5c47107564;65300.00;f
341;20220316;20220404;20220425;BRL;b8df7bd2731b981a193d20ed99ce5037;20940.00;t
342;20220317;20220325;20220517;BRL;cd0d3161a5778f52898eb5ca27bd3817;35928.00;t
343;20220319;20220406;20220601;UYP;b45b0e7a46714118be6cff8bc12b4634;298643.00;t
344;20220320;20220429;0;ARS;61d7bc248ea06642217c2896f46c1886;23204500.00;f
345;20220321;20220630;0;UYP;f42492fb41028c56ef93274e5475cf39;89142.00;f
346;20220323;20220705;20220809;UYP;8c5ca2fdef927afd032c912f2e36961e;134476.00;f
347;20220624;20220708;20220802;UYP;bf4334086f7fadb5e4b9eba8c54eacdd;456697.00;t
348;20220324;20220711;20220809;UYP;639ef52a2701dc3c3ffc2b2fab75e597;145520.00;t
349;20220324;20220419;0;BRL;1af34b098eb19bf03e5c3be8a86b5e7e;54240.00;t
350;20220324;20220418;20220505;BRL;22417ae252c4af387dc5066c7bd0a30d;54240.00;t
351;20220324;20220404;20220425;BRL;201e791021f9f2c0ffad9aecdaf3299d;54142.00;t
352;20220325;20220404;20220425;BRL;cc6d379bb4e166053779f4d4432e6237;47280.00;t
353;20220325;20220404;20220425;BRL;eaa036b4f3559f30898557b233145fb8;26598.00;t
354;20220326;20220411;20220607;UYP;6f95a2213e1bdc700dab6f2384afb912;95139.00;t
355;20220329;20220411;20220502;BRL;026ae8662590d813c24e8c057fa38049;28286.00;t
356;20220328;20220404;20220425;BRL;84ad1c592ecff2f6ca0f2339e042b6c4;27826.00;t
357;20220329;20220427;20220517;BRL;9844088f0064f9103ffff0da5b061550;32422.00;t
358;20220330;20220427;20220517;BRL;b37d41a04a15261bc01cf37a8bb59ac4;35928.00;t
359;20220330;20220421;20220601;ARS;a25637ba568064e932b814bc5013c683;37689000.00;f
360;20220330;20220404;20220425;BRL;af74d0b2b6184d6152353b0d3f52abc4;46587.00;t
361;20220404;20220418;20220505;BRL;add380cfb9696ff19264f22ecb6879b3;37180.00;t
362;20220330;20220418;20220505;BRL;add380cfb9696ff19264f22ecb6879b3;35292.00;t
363;20220629;20220721;0;UYP;cbd368a4766ee5e9997018cab1e8e663;86227.00;f
364;20220412;20220427;20220517;BRL;83acf3276b825ffe59a2c37ae227bec9;14735.00;t
365;20220419;20220502;20220519;BRL;796172b888c51d2c50aeb2971b0f6502;15380.00;t
366;20220420;20220512;20220527;BRL;3b3681782d2b3d237d4cfe3e21842d9e;14704.00;f
367;20220419;20220502;20220519;BRL;90727d4e6c5b9d18b803ebe29f011562;12636.00;t
368;20220425;20220629;20220714;ARS;8d9a2791ef06f6aa0c77737192aa9183;50771700.00;f
369;20220529;20220615;0;BRL;0c70ce38e9aa2545dd01abcd30d77b03;12167.00;f
370;20220529;20220610;20220706;BRL;0c70ce38e9aa2545dd01abcd30d77b03;12167.00;f
371;20220429;20220523;20220629;UYP;db7044930c79ea6481c26b6c24407a56;293531.00;f
372;20220505;20220623;0;UYP;c71565b3116fc027740e2996953799d0;102787.00;f
373;20220513;20220531;20220707;UYP;49f148306a7459db0c40a5cf2b3e2260;47758.00;f
374;20220520;20220531;0;UYP;49f148306a7459db0c40a5cf2b3e2260;49680.00;f
375;20220618;20220625;20220718;BRL;1d9e902e39cf0b9c8b2e2cef91dbcb05;76704.00;t
376;20220512;20220520;20220610;BRL;962775206e63351145063d6851a225ea;29698.00;f
377;20220517;20220610;0;BRL;99998d2db54337efa5cb694b28d4f613;28970.00;t
378;20220520;20220614;20220711;UYP;3289f56186c13a13399add4e9be0a5b8;155934.00;f
379;20220522;20220527;20220622;BRL;c4480ddeaf20a7cd1e4bfcfc100a9a12;67080.00;t
380;20220524;20220601;20220622;BRL;aa988ac1e15f4eaef1a1675054eedb7d;53512.00;t
381;20220526;20220608;20220629;BRL;b7b6d3c39abd0547b9c000ca85ceaaa5;24449.00;t
382;20220526;20220603;20220623;BRL;5b598b9c7b965dcbc57334e438f3a9ac;38050.00;f
383;20220529;20220605;20220701;BRL;0e58ab5151dea659c14bf4be9f221963;54277.00;t
384;20220530;20220708;20220711;BRL;2473a93f68eb214ce3bd58ebe909ea71;6950.00;t
385;20220527;20220628;20220718;BRL;94d5776cbd04d3ec61167209d8d82482;23352.00;f
386;20220530;20220628;20220718;BRL;94d5776cbd04d3ec61167209d8d82482;19968.00;f
387;20220528;20220604;20220627;BRL;daf1ebc2ecf23f9d35b2c99dd74217be;99193.00;t
388;20220601;20220610;20220718;BRL;a894b8bd2bc5109ee1ec773b0f8c50a1;22432.00;f
389;20220529;20220611;20220627;BRL;308867495f70108b07c1521013c0482e;24300.00;t
390;20220530;20220610;20220707;BRL;37d87f8d06f1adbbbf399c4b67280192;65280.00;t
391;20220530;20220605;20220706;BRL;38fdf056835ade14c7c8b0263c016bb1;110660.00;t
392;20220531;20220718;0;UYP;b629c6aa9e995c1fe9f844077cf6b09a;83676.00;f
393;20220601;20220609;20220711;BRL;590ab9348f0adbaa4a4a7834c0d54dca;27134.00;f
394;20220601;20220609;20220629;BRL;01c00f7916596e9bbe26f8220f20dee7;27134.00;f
395;20220601;20220707;20220711;BRL;58808e5959c2f50ce5f2b464190794a3;38376.00;f
396;20220601;20220616;20220630;BRL;e7c325414ff861ea3c6cdb889bdd0422;14376.00;t
397;20220602;20220608;0;BRL;2c12d552abc89ea17efae15913f107ba;39168.00;t
398;20220602;20220609;20220630;BRL;2c12d552abc89ea17efae15913f107ba;52224.00;t
399;20220602;20220610;20220711;BRL;cde6bdeeb1b8b748f96e165e24dd2d67;38700.00;f
400;20220602;20220615;20220711;BRL;f7e85c850d08c44a41a01fbfb74db30d;41688.00;f
1101;20220115;20220208;20220304;BRL;875cc126ea8d61864d9639222107d3b1;34800.00;t
1102;20220114;20220208;20220304;BRL;875cc126ea8d61864d9639222107d3b1;36648.00;t
1103;20220117;20220215;20220331;BRL;a39657f37f3e1741759c10e30ffae0be;73796.00;t
1104;20220117;20220218;20220413;UYP;07f0ee65a453a93b073d8194e0ccf4fe;1962925.00;t
1105;20220726;20220910;0;BRL;c21751f86750bee40987383c3c8fb5c0;53908.00;t
1106;20220812;20220819;0;BRL;ab2b47265c0e4243c2f548f8dadb59a2;41401.00;f
1107;20220905;20220910;0;BRL;1619ce3996bf4bd22d671a2efa17b393;11528.00;f
1108;20220505;20220520;20220607;BRL;eb4ac564e553c24e7243f890f5e59333;13656.00;f
1109;20220819;20220831;0;UYP;49f148306a7459db0c40a5cf2b3e2260;64183.00;f
1110;20220518;20220531;0;UYP;49f148306a7459db0c40a5cf2b3e2260;59137.00;f
1111;20220518;20220531;0;UYP;49f148306a7459db0c40a5cf2b3e2260;46128.00;f
1112;20220519;20220610;0;BRL;99998d2db54337efa5cb694b28d4f613;9867.00;t
1113;20220522;20220614;20220711;UYP;488189fa24ec10af9e39d5d1a2a9e30d;321879.00;f
1114;20220523;20220615;20220718;UYP;31e0e350943bbbc37bed6c0c49984582;193587.00;f
1115;20220520;20220615;0;UYP;31e0e350943bbbc37bed6c0c49984582;149370.00;f
1116;20220709;20220722;20220817;UYP;ac3e96081fd9dd0a874ecb8f1b7b696b;199440.00;t
1117;20220525;20220608;20220711;UYP;67b114a1970a2d05cc9657e5e5b97077;165006.00;f
1118;20220525;20220601;20220628;BRL;e4c5c2d4bd86fd324d5cd3c515ef6912;33768.00;t
1119;20220525;20220617;20220711;ARS;9abe054a731e333da8010de406c8ded8;54005600.00;f
1120;20220526;20220621;20220711;BRL;055b3e6d800e5c57c50fcc8db995f94d;14726.00;t
1121;20220711;20220716;20220815;BRL;b3cfe48bded7df601e1bf362b7888f41;38088.00;t
1122;20220530;20220708;20220711;BRL;2473a93f68eb214ce3bd58ebe909ea71;6950.00;t
1123;20220528;20220628;20220718;BRL;94d5776cbd04d3ec61167209d8d82482;20292.00;f
1124;20220527;20220615;20220627;BRL;8715f89355552a4e03fd06a7b74ad98f;106322.00;t
1125;20220528;20220609;20220627;BRL;6a4cb83d060fbe4eb1ec120e00a198ab;68150.00;t
1126;20220528;20220623;20220720;BRL;8076ff62fbe496d8db7f8416471421a9;136100.00;t
1127;20220530;20220608;20220629;BRL;6bab4c163308a6e8dfb53e684ea305a7;44893.00;f
1128;20220609;20220624;20220720;BRL;c9c0a685d7a4d41ee79bc5e8fc577e04;7988.00;f
1129;20220603;20220624;20220718;BRL;c9c0a685d7a4d41ee79bc5e8fc577e04;53471.00;f
1130;20220529;20220611;20220627;BRL;308867495f70108b07c1521013c0482e;53491.00;t
1131;20220530;20220609;20220712;BRL;18c05cf913c05e60d67da1c4c7999bb1;154474.00;t
1132;20220530;20220609;20220627;BRL;307081bf40fb53a8bdd0740b7f344390;110160.00;t
1133;20220531;20220622;20220628;BRL;4d267f6de791a52943f6b1ce559de225;36904.00;f
1134;20220601;20220609;20220629;BRL;ce2c8b7efd25a56f9cf19bd0fb2bd862;40563.00;t
1135;20220603;20220611;20220705;BRL;08c75a33705abcf59171aa81ca4c5b77;47520.00;f
1136;20220601;20220621;20220718;BRL;e7c325414ff861ea3c6cdb889bdd0422;14376.00;t
1137;20220608;20220721;20220726;BRL;4d7ec1c2c4f72d31552f3e509947450a;74625.00;t
1138;20220602;20220707;20220809;UYP;a6032ac3102bd1110536c36405e7c71f;260050.00;t
1139;20220603;20220615;20220701;BRL;9b23683e57495b9d2b3c0d5ae9b1601f;38528.00;f
